customer_idx,risk_segment,y_true,p_churn_original,monthly_charges,tenure,is_senior_alone,has_support,internet_fiber,contract_m2m,payment_echeck,discount_id,discount_label,p_churn_after,retention_lift,cost_annual,revenue_saved,roi
292,Medium Risk,0,0.6267210245132446,89.95,20.0,1,0,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.18358135223388672,0.4431396722793579,323.82,956.6499245166779,1.9542644818623862
293,Medium Risk,1,0.6747404336929321,104.4,21.0,0,0,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.23852016031742096,0.43622027337551117,375.84000000000003,1092.993516969681,1.9081351558367414
294,Low Risk,0,0.2466481775045395,94.2,61.0,0,1,1,1,0,contract_1y,Jahresvertrag 1J (-10%),0.10151372849941254,0.14513444900512695,226.07999999999998,328.11996231079104,0.45134449005126975
295,High Risk,1,0.7471293807029724,70.05,4.0,0,0,1,1,0,contract_2y,Jahresvertrag 2J (-15%),0.15739430487155914,0.5897350758314133,252.17999999999995,991.4626094877719,2.9315671722094225
296,Low Risk,0,0.10565194487571716,42.3,45.0,0,1,0,0,0,none,Kein pos. ROI verfuegbar,0.10565194487571716,0.0,0.0,0.0,0.0
297,High Risk,0,0.8302175998687744,110.75,52.0,1,1,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.6403528451919556,0.18986475467681885,398.70000000000005,504.6605179309845,0.2657650311787922
298,Low Risk,0,0.012315290048718452,24.05,64.0,0,0,0,0,0,none,Kein pos. ROI verfuegbar,0.012315290048718452,0.0,0.0,0.0,0.0
299,Medium Risk,0,0.5122902393341064,48.65,5.0,0,1,0,1,0,contract_2y,Jahresvertrag 2J (-15%),0.09468800574541092,0.4176022335886955,175.14,487.59236793816086,1.7840148905913036
300,Medium Risk,0,0.4875551164150238,59.8,19.0,0,0,0,1,0,contract_2y,Jahresvertrag 2J (-15%),0.09007808566093445,0.39747703075408936,215.27999999999997,570.459034538269,1.649846871693929
301,High Risk,1,0.8919717669487,91.4,5.0,1,0,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.4033834934234619,0.48858827352523804,329.04,1071.7672368049623,2.257255156834921
302,High Risk,0,0.7998653650283813,105.5,25.0,0,1,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.5463150143623352,0.25355035066604614,379.79999999999995,641.9894878864288,0.6903356711069745
303,Low Risk,0,0.1982264667749405,20.0,3.0,0,0,0,1,0,contract_2y,Jahresvertrag 2J (-15%),0.035708215087652206,0.16251825168728828,72.0,78.00876080989838,0.08345501124858856
304,High Risk,1,0.8018401861190796,44.15,1.0,0,0,0,1,0,contract_2y,Jahresvertrag 2J (-15%),0.24668441712856293,0.5551557689905167,158.94,588.2430528223515,2.701038459936778
305,Low Risk,0,0.09087201207876205,95.2,45.0,0,1,1,0,0,none,Kein pos. ROI verfuegbar,0.09087201207876205,0.0,0.0,0.0,0.0
306,Low Risk,0,0.052818745374679565,81.8,56.0,0,1,0,0,0,none,Kein pos. ROI verfuegbar,0.052818745374679565,0.0,0.0,0.0,0.0
307,Medium Risk,0,0.550074577331543,20.8,1.0,0,0,0,1,0,contract_2y,Jahresvertrag 2J (-15%),0.1149061918258667,0.43516838550567627,74.88,217.2360580444336,1.901122570037842
308,Low Risk,0,0.023823294788599014,116.8,72.0,0,1,1,0,0,none,Kein pos. ROI verfuegbar,0.023823294788599014,0.0,0.0,0.0,0.0
309,Low Risk,0,0.01579372026026249,19.9,69.0,0,0,0,0,0,none,Kein pos. ROI verfuegbar,0.01579372026026249,0.0,0.0,0.0,0.0
310,Low Risk,0,0.027274256572127342,53.15,21.0,0,1,0,0,0,none,Kein pos. ROI verfuegbar,0.027274256572127342,0.0,0.0,0.0,0.0
311,High Risk,1,0.755121111869812,45.95,1.0,0,0,0,1,0,contract_2y,Jahresvertrag 2J (-15%),0.22318802773952484,0.5319330841302872,165.42000000000002,586.6158051788807,2.546220560868581
312,Low Risk,0,0.039376650005578995,39.35,63.0,0,1,0,0,0,none,Kein pos. ROI verfuegbar,0.039376650005578995,0.0,0.0,0.0,0.0
313,Low Risk,0,0.0326855331659317,40.55,13.0,0,1,0,0,0,none,Kein pos. ROI verfuegbar,0.0326855331659317,0.0,0.0,0.0,0.0
314,Medium Risk,1,0.49607956409454346,89.05,25.0,0,1,1,0,1,payment_switch,Kreditkarten-Umstieg,0.39098310470581055,0.10509645938873291,120.0,224.61215300559996,0.871767941713333
315,High Risk,1,0.9254928827285767,75.7,1.0,0,0,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.43487611413002014,0.4906167685985565,272.52,891.3525451898576,2.2707784573237104
316,Low Risk,1,0.16786301136016846,67.5,22.0,0,1,0,0,0,none,Kein pos. ROI verfuegbar,0.16786301136016846,0.0,0.0,0.0,0.0
317,Medium Risk,0,0.575061023235321,65.45,8.0,0,1,0,1,1,contract_2y,Jahresvertrag 2J (-15%),0.1424892693758011,0.43257175385951996,235.62,679.483710962534,1.8838116923968
318,High Risk,1,0.7456287145614624,45.35,2.0,0,0,0,1,1,contract_2y,Jahresvertrag 2J (-15%),0.26111581921577454,0.48451289534568787,163.26,527.3438352942467,2.2300859689712524
319,Medium Risk,0,0.516728937625885,35.65,17.0,0,0,0,1,0,contract_2y,Jahresvertrag 2J (-15%),0.10277597606182098,0.413952961564064,128.33999999999997,354.17815391421317,1.759686410427094
320,Low Risk,0,0.025870785117149353,19.45,64.0,0,0,0,0,0,none,Kein pos. ROI verfuegbar,0.025870785117149353,0.0,0.0,0.0,0.0
321,Low Risk,0,0.18587172031402588,63.7,42.0,0,1,0,0,0,none,Kein pos. ROI verfuegbar,0.18587172031402588,0.0,0.0,0.0,0.0
322,Low Risk,0,0.014244738966226578,20.0,45.0,0,0,0,0,0,none,Kein pos. ROI verfuegbar,0.014244738966226578,0.0,0.0,0.0,0.0
323,High Risk,0,0.7910110354423523,101.4,67.0,1,0,1,1,0,contract_2y,Jahresvertrag 2J (-15%),0.40786316990852356,0.38314786553382874,365.04,932.4286455631257,1.5543191035588584
324,Low Risk,0,0.011987884528934956,19.05,16.0,0,0,0,0,0,none,Kein pos. ROI verfuegbar,0.011987884528934956,0.0,0.0,0.0,0.0
325,Medium Risk,1,0.6294200420379639,62.05,1.0,0,1,0,1,0,contract_2y,Jahresvertrag 2J (-15%),0.13172483444213867,0.4976952075958252,223.38,741.1677031517029,2.3179680506388345
326,High Risk,1,0.7832598686218262,94.1,20.0,1,0,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.28411754965782166,0.4991423189640045,338.76,1127.2630131483077,2.32761545976003
327,Low Risk,0,0.019080189988017082,24.55,52.0,0,0,0,0,0,none,Kein pos. ROI verfuegbar,0.019080189988017082,0.0,0.0,0.0,0.0
328,High Risk,1,0.8027783036231995,25.3,3.0,1,0,0,1,1,contract_2y,Jahresvertrag 2J (-15%),0.381589412689209,0.4211888909339905,91.08,255.745894575119,1.8079259395599365
329,High Risk,0,0.7871306538581848,74.9,7.0,0,0,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.2165294736623764,0.5706011801958084,269.64000000000004,1025.7126815199854,2.804007867972056
330,Medium Risk,0,0.6506030559539795,75.3,3.0,0,1,0,1,1,contract_2y,Jahresvertrag 2J (-15%),0.17046771943569183,0.48013533651828766,271.08,867.7005801558494,2.200902243455251
331,Low Risk,0,0.01191067136824131,64.8,72.0,0,1,0,0,0,none,Kein pos. ROI verfuegbar,0.01191067136824131,0.0,0.0,0.0,0.0
332,Low Risk,0,0.16840755939483643,102.4,66.0,1,1,1,0,0,none,Kein pos. ROI verfuegbar,0.16840755939483643,0.0,0.0,0.0,0.0
333,High Risk,1,0.9404252171516418,84.85,1.0,0,0,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.4819662868976593,0.45845893025398254,305.46,933.60576556921,2.0563928683598833
334,Medium Risk,0,0.40439289808273315,99.1,54.0,0,1,1,0,1,payment_switch,Kreditkarten-Umstieg,0.35244160890579224,0.05195128917694092,120.0,123.56094617843627,0.0296745514869689
335,Medium Risk,1,0.531544029712677,108.15,32.0,0,1,1,1,0,contract_2y,Jahresvertrag 2J (-15%),0.2822681963443756,0.2492758333683014,389.34000000000003,647.0203530907631,0.6618388891220093
336,Low Risk,0,0.09496740996837616,20.05,17.0,0,0,0,0,0,none,Kein pos. ROI verfuegbar,0.09496740996837616,0.0,0.0,0.0,0.0
337,Medium Risk,0,0.47044625878334045,105.2,54.0,0,1,1,0,1,payment_switch,Kreditkarten-Umstieg,0.4192723333835602,0.05117392539978027,120.0,129.20392684936525,0.07669939041137705
338,Low Risk,0,0.024360334500670433,19.35,55.0,0,0,0,0,0,none,Kein pos. ROI verfuegbar,0.024360334500670433,0.0,0.0,0.0,0.0
339,Medium Risk,1,0.6494365334510803,49.9,3.0,0,0,0,1,0,contract_2y,Jahresvertrag 2J (-15%),0.14821359515190125,0.5012229382991791,179.64,600.2645909070968,2.3414862553278604
340,Medium Risk,0,0.5341482162475586,69.8,20.0,0,0,1,1,0,contract_2y,Jahresvertrag 2J (-15%),0.08584752678871155,0.44830068945884705,251.27999999999997,750.9933149814606,1.9886712630589807
341,High Risk,1,0.71329265832901,42.6,2.0,0,1,0,1,1,contract_2y,Jahresvertrag 2J (-15%),0.20805992186069489,0.5052327364683151,153.35999999999999,516.5499497652054,2.368218243122101
342,Low Risk,1,0.29878246784210205,74.05,12.0,0,1,0,0,0,none,Kein pos. ROI verfuegbar,0.29878246784210205,0.0,0.0,0.0,0.0
343,Low Risk,0,0.014041363261640072,88.1,61.0,0,1,0,0,0,none,Kein pos. ROI verfuegbar,0.014041363261640072,0.0,0.0,0.0,0.0
344,Medium Risk,0,0.6526881456375122,89.05,22.0,0,1,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.14800994098186493,0.5046782046556473,320.58,1078.5982589900493,2.364521364370982
345,Low Risk,0,0.027225814759731293,23.4,62.0,0,0,0,0,0,none,Kein pos. ROI verfuegbar,0.027225814759731293,0.0,0.0,0.0,0.0
346,High Risk,1,0.8395541906356812,79.4,15.0,1,0,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.34565985202789307,0.4938943386077881,285.84000000000003,941.165051651001,2.2926289240519204
347,Low Risk,1,0.34757381677627563,54.55,55.0,0,1,0,1,0,contract_2y,Jahresvertrag 2J (-15%),0.08328602463006973,0.2642877921462059,196.38,346.0055774778127,0.7619186143080392
348,Medium Risk,0,0.4944191575050354,20.3,1.0,0,0,0,1,0,contract_2y,Jahresvertrag 2J (-15%),0.09407413005828857,0.4003450274467468,73.08,195.04809737205505,1.668966849644979
349,Low Risk,0,0.02142244763672352,25.05,52.0,0,0,0,0,0,none,Kein pos. ROI verfuegbar,0.02142244763672352,0.0,0.0,0.0,0.0
350,Low Risk,0,0.18726471066474915,75.5,26.0,0,0,1,0,0,none,Kein pos. ROI verfuegbar,0.18726471066474915,0.0,0.0,0.0,0.0
351,Low Risk,0,0.20984165370464325,20.7,4.0,0,0,0,1,0,contract_2y,Jahresvertrag 2J (-15%),0.04075992479920387,0.16908172890543938,74.52,83.99980292022228,0.12721152603626254
352,High Risk,1,0.9319994449615479,74.5,1.0,0,0,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.4587371051311493,0.47326233983039856,268.2,846.1930636167526,2.1550822655359902
353,Low Risk,1,0.20929594337940216,80.45,39.0,0,1,1,0,1,payment_switch,Kreditkarten-Umstieg,0.12638255953788757,0.08291338384151459,120.0,160.0891615211964,0.3340763460099699
354,Medium Risk,0,0.5298147201538086,43.55,8.0,0,0,0,1,0,contract_2y,Jahresvertrag 2J (-15%),0.11375556141138077,0.4160591587424278,156.78,434.86503271758556,1.773727724949519
355,Low Risk,0,0.27785566449165344,108.75,69.0,0,1,1,0,0,none,Kein pos. ROI verfuegbar,0.27785566449165344,0.0,0.0,0.0,0.0
356,High Risk,0,0.9292572736740112,71.25,1.0,1,0,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.48762205243110657,0.44163522124290466,256.5,755.196228325367,1.944234808286031
357,Low Risk,0,0.11859717965126038,61.6,25.0,0,1,0,0,0,none,Kein pos. ROI verfuegbar,0.11859717965126038,0.0,0.0,0.0,0.0
358,Medium Risk,0,0.47283193469047546,93.8,51.0,0,1,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.15062391757965088,0.3222080171108246,337.67999999999995,725.3546881198884,1.1480534474054978
359,Medium Risk,0,0.41785934567451477,50.3,18.0,0,1,0,1,0,contract_2y,Jahresvertrag 2J (-15%),0.07140784710645676,0.346451498568058,181.07999999999998,418.2362490713597,1.3096766571203873
360,Low Risk,0,0.03989234194159508,81.0,46.0,0,1,0,0,0,none,Kein pos. ROI verfuegbar,0.03989234194159508,0.0,0.0,0.0,0.0
361,Low Risk,0,0.2753670811653137,87.55,57.0,0,1,1,1,0,contract_1y,Jahresvertrag 1J (-10%),0.11436885595321655,0.16099822521209717,210.12,338.28947081565855,0.6099822521209716
362,Low Risk,0,0.03339696675539017,80.6,71.0,0,1,0,0,0,none,Kein pos. ROI verfuegbar,0.03339696675539017,0.0,0.0,0.0,0.0
363,Low Risk,1,0.15231004357337952,94.1,61.0,0,1,1,0,1,payment_switch,Kreditkarten-Umstieg,0.09830759465694427,0.05400244891643524,120.0,121.95913063287733,0.016326088607311107
364,High Risk,0,0.828525960445404,74.85,7.0,0,0,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.28102895617485046,0.5474970042705536,269.46,983.5236184716224,2.6499800284703574
365,Low Risk,0,0.06351026147603989,82.45,69.0,0,1,0,0,0,none,Kein pos. ROI verfuegbar,0.06351026147603989,0.0,0.0,0.0,0.0
366,Medium Risk,1,0.6838358044624329,20.2,1.0,0,0,0,1,0,contract_2y,Jahresvertrag 2J (-15%),0.16631031036376953,0.5175254940986633,72.72,250.896359539032,2.450169960657756
367,Low Risk,0,0.08219455182552338,113.65,70.0,0,1,1,0,0,none,Kein pos. ROI verfuegbar,0.08219455182552338,0.0,0.0,0.0,0.0
368,Medium Risk,0,0.5614047050476074,97.7,34.0,0,0,1,1,0,contract_2y,Jahresvertrag 2J (-15%),0.11949717253446579,0.44190753251314163,351.71999999999997,1036.1847822368145,1.9460502167542777
369,Low Risk,0,0.18695220351219177,66.3,30.0,0,1,0,1,0,contract_2y,Jahresvertrag 2J (-15%),0.030008435249328613,0.15694376826286316,238.67999999999995,249.72892405986784,0.046291788419087855
370,Low Risk,0,0.04767424240708351,85.9,66.0,0,1,0,0,0,none,Kein pos. ROI verfuegbar,0.04767424240708351,0.0,0.0,0.0,0.0
371,Low Risk,0,0.012131531722843647,19.85,70.0,0,0,0,0,0,none,Kein pos. ROI verfuegbar,0.012131531722843647,0.0,0.0,0.0,0.0
372,Low Risk,0,0.010804858058691025,19.9,71.0,0,0,0,0,0,none,Kein pos. ROI verfuegbar,0.010804858058691025,0.0,0.0,0.0,0.0
373,Low Risk,0,0.09633544087409973,20.9,26.0,0,0,0,1,0,none,Kein pos. ROI verfuegbar,0.09633544087409973,0.0,0.0,0.0,0.0
374,Low Risk,0,0.054765455424785614,25.95,56.0,0,0,0,0,0,none,Kein pos. ROI verfuegbar,0.054765455424785614,0.0,0.0,0.0,0.0
375,Medium Risk,0,0.4699021279811859,91.0,35.0,1,1,1,1,0,contract_2y,Jahresvertrag 2J (-15%),0.09962861984968185,0.37027350813150406,327.6,808.6773417592049,1.468490054210027
376,Medium Risk,0,0.524429440498352,94.3,30.0,0,1,1,1,0,contract_2y,Jahresvertrag 2J (-15%),0.09615158289670944,0.4282778576016426,339.48,969.2784473240376,1.8551857173442843
377,Low Risk,0,0.058545224368572235,93.4,64.0,0,1,1,0,0,none,Kein pos. ROI verfuegbar,0.058545224368572235,0.0,0.0,0.0,0.0
378,Low Risk,0,0.004832369275391102,20.5,72.0,0,0,0,0,0,none,Kein pos. ROI verfuegbar,0.004832369275391102,0.0,0.0,0.0,0.0
379,High Risk,1,0.7938417196273804,70.75,2.0,1,0,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.27014026045799255,0.5237014591693878,254.7,889.2450776696205,2.491343061129252
380,High Risk,0,0.7372872233390808,104.45,46.0,1,0,1,1,1,contract_1y,Jahresvertrag 1J (-10%),0.5554887652397156,0.18179845809936523,250.68,455.7323747634888,0.8179845809936523
381,Low Risk,0,0.06384339183568954,54.8,66.0,0,1,0,0,0,none,Kein pos. ROI verfuegbar,0.06384339183568954,0.0,0.0,0.0,0.0
382,Low Risk,0,0.16104330122470856,20.25,18.0,0,0,0,1,0,none,Kein pos. ROI verfuegbar,0.16104330122470856,0.0,0.0,0.0,0.0
383,Low Risk,0,0.02068948745727539,101.3,72.0,0,1,1,0,0,none,Kein pos. ROI verfuegbar,0.02068948745727539,0.0,0.0,0.0,0.0
384,Low Risk,0,0.020670916885137558,76.9,71.0,0,1,0,0,0,none,Kein pos. ROI verfuegbar,0.020670916885137558,0.0,0.0,0.0,0.0
385,Medium Risk,0,0.6724997162818909,25.0,3.0,0,0,0,1,0,contract_2y,Jahresvertrag 2J (-15%),0.18880042433738708,0.4836992919445038,90.0,290.21957516670227,2.224661946296692
386,Low Risk,1,0.3016468286514282,19.85,3.0,0,0,0,1,0,contract_2y,Jahresvertrag 2J (-15%),0.05719522014260292,0.2444516085088253,71.46000000000001,116.45674629360438,0.6296773900588353
387,High Risk,0,0.8807269334793091,93.5,23.0,0,0,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.4094250798225403,0.4713018536567688,336.6,1057.6013596057892,2.142012357711792
388,High Risk,0,0.7044709920883179,49.95,1.0,0,0,0,1,1,contract_2y,Jahresvertrag 2J (-15%),0.20796510577201843,0.49650588631629944,179.82,595.2112565159798,2.3100392421086635
389,Low Risk,0,0.07343515008687973,20.1,9.0,0,0,0,0,0,none,Kein pos. ROI verfuegbar,0.07343515008687973,0.0,0.0,0.0,0.0
390,Medium Risk,1,0.6030703186988831,103.75,62.0,0,0,1,0,1,support_bundle,Support-Paket (-8%),0.3721086084842682,0.23096171021461487,199.20000000000002,575.094658434391,1.8870213776826854
391,Medium Risk,1,0.6905192732810974,40.1,7.0,0,0,0,1,0,contract_2y,Jahresvertrag 2J (-15%),0.17639730870723724,0.5141219645738602,144.35999999999999,494.79097870588305,2.4274797638257346
392,High Risk,1,0.7419226765632629,79.15,20.0,1,1,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.24419152736663818,0.49773114919662476,284.94,945.4900910139085,2.318207661310832
393,Low Risk,0,0.00812408234924078,25.25,72.0,0,0,0,0,0,none,Kein pos. ROI verfuegbar,0.00812408234924078,0.0,0.0,0.0,0.0
394,Medium Risk,0,0.46838852763175964,99.0,42.0,0,1,1,0,1,payment_switch,Kreditkarten-Umstieg,0.38123244047164917,0.08715608716011047,120.0,207.08286309242249,0.7256905257701873
395,High Risk,1,0.7846419811248779,89.5,25.0,1,0,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.3025645315647125,0.4820774495601654,322.2,1035.5023616552353,2.213849663734436
396,Medium Risk,0,0.6226930618286133,79.65,24.0,0,0,1,1,0,contract_2y,Jahresvertrag 2J (-15%),0.1203966960310936,0.5022963657975197,286.74,960.1897328585387,2.3486424386501312
397,Low Risk,0,0.39359137415885925,91.2,37.0,0,0,1,0,0,support_bundle,Support-Paket (-8%),0.29151079058647156,0.1020805835723877,175.104,223.43398132324216,0.27600729465484597
398,Low Risk,0,0.11053250730037689,98.7,70.0,0,1,1,0,0,none,Kein pos. ROI verfuegbar,0.11053250730037689,0.0,0.0,0.0,0.0
399,Medium Risk,1,0.6648828983306885,98.15,13.0,0,1,1,1,0,contract_2y,Jahresvertrag 2J (-15%),0.1681826114654541,0.4967002868652344,353.34000000000003,1170.0271957397463,2.3113352457682295
400,Low Risk,0,0.019364766776561737,88.6,72.0,0,1,0,0,0,none,Kein pos. ROI verfuegbar,0.019364766776561737,0.0,0.0,0.0,0.0
401,Low Risk,0,0.22564443945884705,44.15,43.0,0,1,0,0,1,none,Kein pos. ROI verfuegbar,0.22564443945884705,0.0,0.0,0.0,0.0
402,Low Risk,0,0.035914719104766846,20.5,55.0,0,0,0,0,0,none,Kein pos. ROI verfuegbar,0.035914719104766846,0.0,0.0,0.0,0.0
403,Medium Risk,0,0.48172029852867126,97.0,30.0,0,0,1,0,0,support_bundle,Support-Paket (-8%),0.38345256447792053,0.09826773405075073,186.24,228.7672848701477,0.2283466756343841
404,High Risk,1,0.8449116945266724,84.8,11.0,1,0,1,1,0,contract_2y,Jahresvertrag 2J (-15%),0.3096356987953186,0.5352759957313538,305.28,1089.393706512451,2.568506638209025
405,Low Risk,0,0.017170319333672523,24.2,61.0,0,0,0,0,0,none,Kein pos. ROI verfuegbar,0.017170319333672523,0.0,0.0,0.0,0.0
406,Low Risk,0,0.08613576740026474,94.6,64.0,0,1,1,0,0,none,Kein pos. ROI verfuegbar,0.08613576740026474,0.0,0.0,0.0,0.0
407,Low Risk,0,0.033106736838817596,19.8,37.0,0,0,0,0,0,none,Kein pos. ROI verfuegbar,0.033106736838817596,0.0,0.0,0.0,0.0
408,Low Risk,0,0.17282085120677948,20.45,18.0,0,0,0,1,0,none,Kein pos. ROI verfuegbar,0.17282085120677948,0.0,0.0,0.0,0.0
409,Low Risk,0,0.30939406156539917,51.65,55.0,0,0,0,1,0,contract_1y,Jahresvertrag 1J (-10%),0.1615455448627472,0.14784851670265198,123.96000000000001,183.27302130460737,0.4784851670265195
410,High Risk,1,0.9268366098403931,84.6,4.0,1,0,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.5091626048088074,0.4176740050315857,304.56,848.0452998161315,1.784493366877238
411,Low Risk,0,0.3656570017337799,82.85,28.0,0,1,1,0,0,none,Kein pos. ROI verfuegbar,0.3656570017337799,0.0,0.0,0.0,0.0
412,Low Risk,0,0.2789164185523987,69.15,51.0,0,0,1,1,0,contract_1y,Jahresvertrag 1J (-10%),0.10880158096551895,0.17011483758687973,165.96000000000004,282.32258445918563,0.7011483758687971
413,Medium Risk,0,0.6750050187110901,94.3,43.0,0,1,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.22186867892742157,0.4531363397836685,339.48,1025.5381641983986,2.0209089318911233
414,Low Risk,0,0.06670241057872772,53.85,39.0,0,1,0,0,0,none,Kein pos. ROI verfuegbar,0.06670241057872772,0.0,0.0,0.0,0.0
415,Medium Risk,0,0.5337793231010437,54.7,22.0,0,0,0,1,0,contract_2y,Jahresvertrag 2J (-15%),0.10925514996051788,0.4245241731405258,196.92000000000002,557.3153344988823,1.830161154270172
416,Low Risk,0,0.02920028381049633,116.75,72.0,0,1,1,0,0,none,Kein pos. ROI verfuegbar,0.02920028381049633,0.0,0.0,0.0,0.0
417,Low Risk,1,0.24251984059810638,95.25,46.0,1,0,1,0,0,none,Kein pos. ROI verfuegbar,0.24251984059810638,0.0,0.0,0.0,0.0
418,Low Risk,0,0.057494040578603745,19.6,46.0,0,0,0,1,1,none,Kein pos. ROI verfuegbar,0.057494040578603745,0.0,0.0,0.0,0.0
419,Low Risk,1,0.33353716135025024,48.95,39.0,0,1,0,1,0,contract_2y,Jahresvertrag 2J (-15%),0.06157640740275383,0.2719607539474964,176.22,319.49949373751883,0.8130716929833097
420,Medium Risk,1,0.6007506251335144,23.9,13.0,0,0,0,1,1,contract_2y,Jahresvertrag 2J (-15%),0.1699267029762268,0.4308239221572876,86.03999999999999,247.12060174942013,1.8721594810485838
421,Low Risk,0,0.27839788794517517,109.75,72.0,0,1,1,0,0,none,Kein pos. ROI verfuegbar,0.27839788794517517,0.0,0.0,0.0,0.0
422,Low Risk,0,0.09153667092323303,20.35,34.0,0,0,0,1,0,none,Kein pos. ROI verfuegbar,0.09153667092323303,0.0,0.0,0.0,0.0
423,Medium Risk,0,0.5782691240310669,69.5,38.0,0,0,1,1,0,contract_2y,Jahresvertrag 2J (-15%),0.11317835748195648,0.4650907665491104,250.2,775.7713986039162,2.1006051103274026
424,Medium Risk,0,0.6869635581970215,99.0,60.0,0,1,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.2759923040866852,0.4109712541103363,356.4,976.4676997661591,1.7398083607355754
425,Low Risk,0,0.008355963975191116,25.35,71.0,0,0,0,0,0,none,Kein pos. ROI verfuegbar,0.008355963975191116,0.0,0.0,0.0,0.0
426,Low Risk,0,0.03502483293414116,69.7,53.0,0,1,0,0,0,none,Kein pos. ROI verfuegbar,0.03502483293414116,0.0,0.0,0.0,0.0
427,High Risk,1,0.7921363115310669,25.25,3.0,0,0,0,1,1,contract_2y,Jahresvertrag 2J (-15%),0.33064648509025574,0.46148982644081116,90.89999999999999,279.66283482313156,2.0765988429387416
428,High Risk,1,0.7504112720489502,89.85,15.0,1,0,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.27687448263168335,0.47353678941726685,323.46,1021.1347326993941,2.1569119294484453
429,High Risk,1,0.7707855105400085,99.8,49.0,0,0,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.36299875378608704,0.4077867567539215,359.28,976.7308397769928,1.7185783783594768
430,Medium Risk,1,0.6454487442970276,74.95,38.0,0,0,1,1,0,contract_2y,Jahresvertrag 2J (-15%),0.15497338771820068,0.4904753565788269,269.82,882.2670714139939,2.2698357105255127
431,Medium Risk,0,0.42758625745773315,74.15,18.0,0,0,1,1,0,contract_2y,Jahresvertrag 2J (-15%),0.06893588602542877,0.3586503714323044,266.94,638.2542010009289,1.3910024762153625
432,Medium Risk,0,0.432617723941803,109.45,60.0,0,1,1,1,0,contract_1y,Jahresvertrag 1J (-10%),0.2979864776134491,0.13463124632835388,262.68,353.64935785532,0.34631246328353876
433,Medium Risk,0,0.5126888155937195,94.8,36.0,0,0,1,1,0,contract_2y,Jahresvertrag 2J (-15%),0.10244659334421158,0.4102422222495079,341.28,933.3831040620803,1.7349481483300526
434,Low Risk,0,0.08848050236701965,81.95,69.0,0,1,0,0,0,none,Kein pos. ROI verfuegbar,0.08848050236701965,0.0,0.0,0.0,0.0
435,Low Risk,0,0.37267357110977173,95.85,26.0,0,1,1,0,0,none,Kein pos. ROI verfuegbar,0.37267357110977173,0.0,0.0,0.0,0.0
436,High Risk,1,0.8579939603805542,79.9,4.0,0,0,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.30780431628227234,0.5501896440982819,287.64000000000004,1055.0436615228655,2.6679309606552124
437,High Risk,0,0.7352564334869385,72.75,4.0,1,0,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.21703757345676422,0.5182188600301743,261.9,904.8101296126842,2.454792400201162
438,Low Risk,0,0.19062288105487823,78.35,41.0,0,1,0,0,0,none,Kein pos. ROI verfuegbar,0.19062288105487823,0.0,0.0,0.0,0.0
439,Medium Risk,0,0.6675782799720764,84.15,22.0,0,0,1,1,0,contract_2y,Jahresvertrag 2J (-15%),0.14124619960784912,0.5263320803642273,302.94,1062.9802695035935,2.508880535761515
440,Low Risk,0,0.1331874430179596,49.65,49.0,0,0,0,0,0,none,Kein pos. ROI verfuegbar,0.1331874430179596,0.0,0.0,0.0,0.0
441,Low Risk,0,0.008252152241766453,19.7,71.0,0,0,0,0,0,none,Kein pos. ROI verfuegbar,0.008252152241766453,0.0,0.0,0.0,0.0
442,Low Risk,0,0.019542938098311424,89.9,71.0,0,1,0,0,0,none,Kein pos. ROI verfuegbar,0.019542938098311424,0.0,0.0,0.0,0.0
443,High Risk,0,0.7210928797721863,84.65,68.0,0,0,1,1,1,contract_1y,Jahresvertrag 1J (-10%),0.4515085518360138,0.2695843279361725,203.16000000000003,547.6875206351281,1.6958432793617249
444,Low Risk,0,0.02039557322859764,19.8,33.0,0,0,0,0,0,none,Kein pos. ROI verfuegbar,0.02039557322859764,0.0,0.0,0.0,0.0
