customer_idx,risk_segment,y_true,p_churn_original,monthly_charges,tenure,is_senior_alone,has_support,internet_fiber,contract_m2m,payment_echeck,discount_id,discount_label,p_churn_after,retention_lift,cost_annual,expected_cost,revenue_saved,roi
544,Low Risk,0,0.32165470719337463,96.75,35.0,0,1,1,1,0,below_threshold,Kein Angebot (Niedrigrisiko),0.32165470719337463,0.0,0.0,0.0,0.0,0.0
545,Low Risk,0,0.004584236070513725,24.25,72.0,0,0,0,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.004584236070513725,0.0,0.0,0.0,0.0,0.0
546,Low Risk,0,0.06263968348503113,49.65,7.0,0,1,0,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.06263968348503113,0.0,0.0,0.0,0.0,0.0
547,Low Risk,0,0.05135155841708183,19.8,21.0,0,0,0,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.05135155841708183,0.0,0.0,0.0,0.0,0.0
548,Low Risk,0,0.11618184298276901,19.75,50.0,0,0,0,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.11618184298276901,0.0,0.0,0.0,0.0,0.0
549,Low Risk,0,0.18655608594417572,100.7,61.0,0,1,1,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.18655608594417572,0.0,0.0,0.0,0.0,0.0
550,Low Risk,0,0.16792082786560059,73.0,68.0,0,1,0,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.16792082786560059,0.0,0.0,0.0,0.0,0.0
551,Low Risk,0,0.015690866857767105,20.1,46.0,0,0,0,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.015690866857767105,0.0,0.0,0.0,0.0,0.0
552,Medium Risk,0,0.6238056421279907,19.9,1.0,0,0,0,1,0,contract_2y,Jahresvertrag 2J (-15%),0.14971767365932465,0.4740879684686661,71.64,21.492,67.92732412219047,2.1605864564577733
553,Medium Risk,1,0.6699720025062561,49.15,52.0,1,0,0,1,1,support_bundle,Support-Paket (-8%),0.438337117433548,0.23163488507270813,94.368,28.310399999999998,81.97095312952995,1.8954360634088514
554,High Risk,1,0.8587709069252014,74.9,6.0,0,0,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.31246843934059143,0.54630246758461,269.64000000000004,130.892,294.6099947190285,1.2507868679447829
555,Medium Risk,0,0.5411937832832336,45.9,29.0,0,0,0,1,1,contract_2y,Jahresvertrag 2J (-15%),0.14499971270561218,0.39619407057762146,165.24,49.572,130.93421644449234,1.6412938038508096
556,Medium Risk,0,0.5322051048278809,56.75,4.0,0,1,0,1,1,contract_2y,Jahresvertrag 2J (-15%),0.13392454385757446,0.3982805609703064,204.29999999999998,61.28999999999999,162.73743721246717,1.6552037398020427
557,Medium Risk,1,0.6312597393989563,85.95,32.0,0,0,1,1,0,contract_2y,Jahresvertrag 2J (-15%),0.14177937805652618,0.4894803613424301,309.42,92.82600000000001,302.91002681314944,2.2632024089495335
558,High Risk,0,0.8061684370040894,99.85,21.0,0,0,1,1,0,contract_2y,Jahresvertrag 2J (-15%),0.26460322737693787,0.5415652096271515,359.46,157.838,389.3420605051517,1.4667194243791213
559,Low Risk,0,0.042679570615291595,20.0,43.0,0,0,0,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.042679570615291595,0.0,0.0,0.0,0.0,0.0
560,Low Risk,0,0.09368421882390976,19.7,56.0,0,0,0,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.09368421882390976,0.0,0.0,0.0,0.0,0.0
561,High Risk,0,0.7430487275123596,24.3,2.0,0,0,0,1,0,contract_2y,Jahresvertrag 2J (-15%),0.2386532425880432,0.5043954849243164,87.48,76.244,88.2490340423584,0.15745545934576363
562,High Risk,1,0.7718004584312439,99.0,13.0,0,1,1,1,0,contract_2y,Jahresvertrag 2J (-15%),0.22166812419891357,0.5501323342323303,356.4,156.92,392.134327840805,1.4989442253428817
563,Medium Risk,0,0.6075063943862915,91.05,48.0,0,0,1,1,0,contract_2y,Jahresvertrag 2J (-15%),0.18160071969032288,0.42590567469596863,327.78,98.33399999999999,279.20672410368917,1.8393711646397908
564,High Risk,1,0.8339959383010864,99.8,4.0,1,0,1,1,0,contract_2y,Jahresvertrag 2J (-15%),0.4682754576206207,0.3657204806804657,359.28,157.784,262.7921085977554,0.6655181044830616
565,High Risk,0,0.797368049621582,55.3,2.0,0,0,0,1,1,contract_2y,Jahresvertrag 2J (-15%),0.29510271549224854,0.5022653341293335,199.07999999999998,109.72399999999999,199.9819654369354,0.822590913901566
566,High Risk,1,0.7555319666862488,75.55,5.0,1,0,1,1,0,contract_2y,Jahresvertrag 2J (-15%),0.1860003024339676,0.5695316642522812,271.98,131.594,309.80244408667085,1.3542292512323575
567,Low Risk,0,0.2653558552265167,20.4,1.0,0,0,0,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.2653558552265167,0.0,0.0,0.0,0.0,0.0
568,Medium Risk,1,0.5917267203330994,40.65,24.0,0,0,0,1,0,contract_2y,Jahresvertrag 2J (-15%),0.14071695506572723,0.45100976526737213,146.33999999999997,43.901999999999994,132.00153809845446,2.0067317684491477
569,High Risk,1,0.712303876876831,53.95,1.0,0,1,0,1,1,contract_2y,Jahresvertrag 2J (-15%),0.18366412818431854,0.5286397486925125,194.21999999999997,108.26599999999999,205.34482398211958,0.8966695359773114
570,Medium Risk,1,0.5052136182785034,68.25,33.0,0,0,1,1,1,contract_1y,Jahresvertrag 1J (-10%),0.22899676859378815,0.27621684968471527,163.8,49.14,135.7329599350691,1.7621684968471527
571,Low Risk,0,0.0853017270565033,81.15,63.0,0,1,1,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.0853017270565033,0.0,0.0,0.0,0.0,0.0
572,High Risk,1,0.7455427050590515,76.5,37.0,0,0,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.25723764300346375,0.48830506205558777,275.4,132.62,268.95842818021777,1.0280382158061963
573,Medium Risk,0,0.5348734259605408,69.75,25.0,0,0,1,1,1,contract_1y,Jahresvertrag 1J (-10%),0.2506554424762726,0.2842179834842682,167.4,50.22,142.7342713057995,1.842179834842682
574,Low Risk,0,0.23135365545749664,19.95,7.0,0,0,0,1,0,below_threshold,Kein Angebot (Niedrigrisiko),0.23135365545749664,0.0,0.0,0.0,0.0,0.0
575,Low Risk,0,0.3577367067337036,54.9,28.0,0,1,0,1,0,below_threshold,Kein Angebot (Niedrigrisiko),0.3577367067337036,0.0,0.0,0.0,0.0,0.0
576,High Risk,1,0.7862744331359863,77.65,9.0,0,0,1,1,0,contract_2y,Jahresvertrag 2J (-15%),0.19350403547286987,0.5927703976631165,279.54,133.86200000000002,331.4060739254952,1.475729287815027
577,Medium Risk,0,0.6446202397346497,20.65,1.0,0,0,0,1,0,contract_2y,Jahresvertrag 2J (-15%),0.14331969618797302,0.5013005435466766,74.33999999999999,22.301999999999996,74.53336481451987,2.342003623644511
578,Low Risk,0,0.23049567639827728,81.4,52.0,0,1,0,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.23049567639827728,0.0,0.0,0.0,0.0,0.0
579,Medium Risk,1,0.5405672788619995,50.15,16.0,0,1,0,1,1,contract_2y,Jahresvertrag 2J (-15%),0.12884438037872314,0.41172289848327637,180.53999999999996,54.161999999999985,148.66490418434142,1.7448193232218432
580,High Risk,1,0.7697654366493225,83.75,3.0,0,0,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.222001314163208,0.5477641224861145,301.5,140.45,330.30176585912704,1.3517391659603208
581,Low Risk,0,0.09570802748203278,91.7,68.0,0,1,0,0,1,below_threshold,Kein Angebot (Niedrigrisiko),0.09570802748203278,0.0,0.0,0.0,0.0,0.0
582,High Risk,1,0.9200754165649414,70.6,1.0,0,0,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.41628512740135193,0.5037902891635895,254.15999999999997,126.24799999999999,256.0866797876357,1.0284414785789535
583,Low Risk,0,0.0748206302523613,20.65,26.0,0,0,0,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.0748206302523613,0.0,0.0,0.0,0.0,0.0
584,Medium Risk,1,0.5888569951057434,80.85,17.0,0,0,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.13918688893318176,0.44967010617256165,291.06,87.318,261.7619622051716,1.9978007078170779
585,Low Risk,0,0.1543530374765396,112.55,69.0,0,1,1,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.1543530374765396,0.0,0.0,0.0,0.0,0.0
586,High Risk,1,0.8202222585678101,104.8,28.0,0,1,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.5854738354682922,0.23474842309951782,377.28,163.18399999999997,177.13177013397217,0.08547265745399182
587,Low Risk,0,0.0525611974298954,65.2,56.0,0,1,0,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.0525611974298954,0.0,0.0,0.0,0.0,0.0
588,Low Risk,0,0.1348157674074173,45.9,15.0,0,1,0,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.1348157674074173,0.0,0.0,0.0,0.0,0.0
589,Medium Risk,0,0.40429040789604187,69.75,22.0,1,1,0,1,0,contract_2y,Jahresvertrag 2J (-15%),0.08098079264163971,0.32330961525440216,251.10000000000002,75.33,162.36608878076078,1.1553974350293479
590,Low Risk,0,0.07784422487020493,84.5,72.0,0,0,1,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.07784422487020493,0.0,0.0,0.0,0.0,0.0
591,Low Risk,0,0.21334180235862732,69.45,7.0,0,1,0,0,1,below_threshold,Kein Angebot (Niedrigrisiko),0.21334180235862732,0.0,0.0,0.0,0.0,0.0
592,Medium Risk,0,0.6662999391555786,54.75,8.0,0,0,0,1,0,contract_2y,Jahresvertrag 2J (-15%),0.16507945954799652,0.5012204796075821,197.10000000000002,59.13,197.58111306130888,2.3414698640505476
593,Low Risk,1,0.09975872933864594,19.5,2.0,0,0,0,1,0,below_threshold,Kein Angebot (Niedrigrisiko),0.09975872933864594,0.0,0.0,0.0,0.0,0.0
594,Medium Risk,0,0.5223254561424255,111.5,44.0,0,1,1,1,1,payment_switch,Kreditkarten-Umstieg,0.4265986979007721,0.09572675824165344,120.0,36.0,76.84944151639938,1.1347067087888716
595,Low Risk,0,0.11158761382102966,49.8,49.0,0,0,0,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.11158761382102966,0.0,0.0,0.0,0.0,0.0
596,Low Risk,0,0.078072190284729,69.05,29.0,0,1,0,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.078072190284729,0.0,0.0,0.0,0.0,0.0
597,Low Risk,1,0.009872572496533394,92.45,72.0,0,1,0,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.009872572496533394,0.0,0.0,0.0,0.0,0.0
598,Medium Risk,0,0.5925753712654114,70.05,9.0,0,0,0,1,0,contract_2y,Jahresvertrag 2J (-15%),0.12691448628902435,0.465660884976387,252.17999999999995,75.65399999999998,234.86072394669057,2.104405899842581
599,Low Risk,0,0.2029440701007843,19.75,10.0,0,0,0,1,0,below_threshold,Kein Angebot (Niedrigrisiko),0.2029440701007843,0.0,0.0,0.0,0.0,0.0
600,Low Risk,1,0.15124894678592682,19.4,61.0,0,0,0,1,0,below_threshold,Kein Angebot (Niedrigrisiko),0.15124894678592682,0.0,0.0,0.0,0.0,0.0
601,High Risk,1,0.7777299880981445,29.65,4.0,0,0,0,1,1,contract_2y,Jahresvertrag 2J (-15%),0.29210829734802246,0.48562169075012207,106.74,82.02199999999999,103.67051854133605,0.2639355117082742
602,Low Risk,0,0.08561277389526367,85.35,69.0,0,1,0,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.08561277389526367,0.0,0.0,0.0,0.0,0.0
603,High Risk,0,0.8303936123847961,44.0,1.0,1,0,0,1,1,contract_2y,Jahresvertrag 2J (-15%),0.3867628276348114,0.44363078474998474,158.39999999999998,97.51999999999998,140.5422326087952,0.4411631727727155
604,Low Risk,0,0.04552963748574257,19.3,13.0,0,0,0,1,0,below_threshold,Kein Angebot (Niedrigrisiko),0.04552963748574257,0.0,0.0,0.0,0.0,0.0
605,Low Risk,0,0.31985852122306824,20.2,3.0,0,0,0,1,1,below_threshold,Kein Angebot (Niedrigrisiko),0.31985852122306824,0.0,0.0,0.0,0.0,0.0
606,High Risk,1,0.7358871102333069,52.2,1.0,0,1,0,1,1,contract_2y,Jahresvertrag 2J (-15%),0.20203612744808197,0.5338509827852249,187.92000000000002,106.376,200.64255336999895,0.8861637340189417
607,Low Risk,0,0.09698548167943954,99.0,71.0,0,1,1,0,1,below_threshold,Kein Angebot (Niedrigrisiko),0.09698548167943954,0.0,0.0,0.0,0.0,0.0
608,High Risk,1,0.8098224997520447,74.95,4.0,0,0,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.276696115732193,0.5331263840198517,269.82,130.946,287.69632187247277,1.1970607874427075
609,High Risk,1,0.8745710253715515,50.5,1.0,0,0,0,1,1,contract_2y,Jahresvertrag 2J (-15%),0.3878583312034607,0.4867126941680908,181.79999999999998,104.53999999999999,176.9687355995178,0.6928327491823016
610,Medium Risk,0,0.40327128767967224,29.75,10.0,0,1,0,1,0,contract_2y,Jahresvertrag 2J (-15%),0.07557186484336853,0.3276994228363037,107.1,32.129999999999995,70.19321637153625,1.1846628189086916
611,Low Risk,0,0.23749063909053802,65.05,22.0,0,1,0,1,0,below_threshold,Kein Angebot (Niedrigrisiko),0.23749063909053802,0.0,0.0,0.0,0.0,0.0
612,Medium Risk,0,0.637819766998291,78.85,40.0,0,1,1,1,0,contract_2y,Jahresvertrag 2J (-15%),0.14758260548114777,0.49023716151714325,283.85999999999996,85.15799999999999,278.3174413365125,2.2682477434476214
613,Low Risk,0,0.03877290338277817,19.75,13.0,0,0,0,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.03877290338277817,0.0,0.0,0.0,0.0,0.0
614,Low Risk,0,0.08020821958780289,20.65,7.0,0,0,0,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.08020821958780289,0.0,0.0,0.0,0.0,0.0
615,Medium Risk,0,0.4735051691532135,59.1,18.0,0,1,0,1,0,contract_2y,Jahresvertrag 2J (-15%),0.09196896851062775,0.38153620064258575,212.76,63.827999999999996,162.35128409743308,1.5435746709505715
616,High Risk,0,0.7871111035346985,98.1,26.0,0,0,1,1,0,contract_2y,Jahresvertrag 2J (-15%),0.26753881573677063,0.5195722877979279,353.15999999999997,155.94799999999998,366.9842983174323,1.353247866708341
617,Low Risk,0,0.254209965467453,56.3,49.0,0,1,0,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.254209965467453,0.0,0.0,0.0,0.0,0.0
618,Low Risk,0,0.037216681987047195,51.35,61.0,0,1,0,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.037216681987047195,0.0,0.0,0.0,0.0,0.0
619,Medium Risk,0,0.47035539150238037,50.45,14.0,0,0,0,1,1,contract_2y,Jahresvertrag 2J (-15%),0.1209234669804573,0.34943192452192307,181.62,54.486,126.92765226334333,1.3295461634794874
620,Low Risk,1,0.29832732677459717,25.9,5.0,0,0,0,1,0,below_threshold,Kein Angebot (Niedrigrisiko),0.29832732677459717,0.0,0.0,0.0,0.0,0.0
621,Low Risk,0,0.06521586328744888,20.85,52.0,0,0,0,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.06521586328744888,0.0,0.0,0.0,0.0,0.0
622,Medium Risk,0,0.5462701916694641,83.85,40.0,0,0,1,1,0,contract_2y,Jahresvertrag 2J (-15%),0.12498193979263306,0.42128825187683105,301.85999999999996,90.55799999999998,254.3401434230804,1.8085883458455405
623,Medium Risk,1,0.659052312374115,99.05,49.0,0,0,1,1,0,contract_2y,Jahresvertrag 2J (-15%),0.22816185653209686,0.4308904558420181,356.5799999999999,106.97399999999998,307.2938374882936,1.8726030389467876
624,High Risk,0,0.8137445449829102,69.55,3.0,0,0,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.23689574003219604,0.5768488049507141,250.38,125.11399999999999,288.8628075671196,1.3087968378208645
625,Low Risk,0,0.06068328022956848,19.0,4.0,0,0,0,1,0,below_threshold,Kein Angebot (Niedrigrisiko),0.06068328022956848,0.0,0.0,0.0,0.0,0.0
626,High Risk,0,0.756588339805603,81.2,40.0,0,0,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.27591240406036377,0.48067593574523926,292.32,137.696,281.02237907409665,1.0408899247189218
627,High Risk,1,0.8012334108352661,69.8,2.0,0,0,1,1,0,contract_2y,Jahresvertrag 2J (-15%),0.19954533874988556,0.6016880720853806,251.27999999999997,125.38399999999999,302.38435750722886,1.4116662214256117
628,Medium Risk,1,0.63382488489151,19.8,1.0,0,0,0,1,0,contract_2y,Jahresvertrag 2J (-15%),0.15526509284973145,0.47855979204177856,71.28,21.384,68.22348395347595,2.190398613611857
629,Low Risk,0,0.007707618642598391,19.25,63.0,0,0,0,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.007707618642598391,0.0,0.0,0.0,0.0,0.0
630,Low Risk,0,0.2909122109413147,34.0,43.0,0,1,0,1,0,below_threshold,Kein Angebot (Niedrigrisiko),0.2909122109413147,0.0,0.0,0.0,0.0,0.0
631,Medium Risk,0,0.5207880139350891,66.7,8.0,0,1,0,1,1,contract_2y,Jahresvertrag 2J (-15%),0.11613950878381729,0.4046485051512718,240.12,72.036,194.3283981138468,1.6976567010084789
632,Low Risk,0,0.2898271977901459,50.0,30.0,0,0,0,1,0,below_threshold,Kein Angebot (Niedrigrisiko),0.2898271977901459,0.0,0.0,0.0,0.0,0.0
633,Low Risk,0,0.014698894694447517,23.95,69.0,0,0,0,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.014698894694447517,0.0,0.0,0.0,0.0,0.0
634,Low Risk,1,0.13115349411964417,77.5,21.0,0,1,0,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.13115349411964417,0.0,0.0,0.0,0.0,0.0
635,Medium Risk,0,0.46262478828430176,56.3,12.0,0,0,0,1,0,contract_2y,Jahresvertrag 2J (-15%),0.08848952502012253,0.37413526326417923,202.67999999999995,60.80399999999998,151.65947031676768,1.4942350884278623
636,High Risk,0,0.7339760065078735,66.85,7.0,0,0,0,1,1,contract_2y,Jahresvertrag 2J (-15%),0.24436265230178833,0.4896133542060852,240.65999999999997,122.198,235.6606996464729,0.9285151937549952
637,Low Risk,0,0.14594191312789917,23.9,4.0,0,0,0,0,1,below_threshold,Kein Angebot (Niedrigrisiko),0.14594191312789917,0.0,0.0,0.0,0.0,0.0
638,Medium Risk,1,0.6313771605491638,81.05,28.0,0,0,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.14637619256973267,0.48500096797943115,291.78,87.53399999999999,283.02716487407685,2.2333397865295415
639,Low Risk,0,0.08461276441812515,66.15,49.0,0,1,0,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.08461276441812515,0.0,0.0,0.0,0.0,0.0
640,Low Risk,0,0.05959535762667656,20.75,17.0,0,0,0,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.05959535762667656,0.0,0.0,0.0,0.0,0.0
641,Low Risk,0,0.03952771797776222,34.2,51.0,0,1,0,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.03952771797776222,0.0,0.0,0.0,0.0,0.0
642,Medium Risk,0,0.4873579740524292,110.5,70.0,0,1,1,0,1,none,Kein pos. ROI verfuegbar,0.4873579740524292,0.0,0.0,0.0,0.0,0.0
643,Low Risk,0,0.10177941620349884,26.2,35.0,0,0,0,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.10177941620349884,0.0,0.0,0.0,0.0,0.0
644,High Risk,1,0.8136275410652161,89.75,12.0,0,0,1,1,0,contract_2y,Jahresvertrag 2J (-15%),0.2377990484237671,0.575828492641449,323.1,146.93,372.1003719449043,1.5325010001014379
645,Medium Risk,0,0.4529401361942291,25.65,17.0,0,0,0,1,0,contract_2y,Jahresvertrag 2J (-15%),0.0814734622836113,0.37146667391061783,92.33999999999999,27.701999999999995,68.6024653378129,1.4764444927374525
646,Low Risk,0,0.39972206950187683,101.9,15.0,0,1,1,0,1,below_threshold,Kein Angebot (Niedrigrisiko),0.39972206950187683,0.0,0.0,0.0,0.0,0.0
647,Low Risk,0,0.05018920823931694,19.5,53.0,0,0,0,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.05018920823931694,0.0,0.0,0.0,0.0,0.0
648,Low Risk,0,0.35375916957855225,95.75,69.0,0,0,1,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.35375916957855225,0.0,0.0,0.0,0.0,0.0
649,High Risk,1,0.745667040348053,50.1,1.0,0,0,0,1,0,contract_2y,Jahresvertrag 2J (-15%),0.1917661428451538,0.5539008975028992,180.35999999999999,104.108,199.8031317472458,0.9191909531183559
650,Medium Risk,0,0.5904117822647095,105.25,53.0,0,0,1,0,1,support_bundle,Support-Paket (-8%),0.3783324360847473,0.21207934617996216,202.07999999999998,60.623999999999995,160.71372853517533,1.6509918272495274
651,High Risk,1,0.8841685056686401,84.2,6.0,0,0,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.36648428440093994,0.5176842212677002,303.12,140.93599999999998,313.84088230133057,1.2268326211992011
652,Low Risk,0,0.04441532865166664,20.55,67.0,0,0,0,0,1,below_threshold,Kein Angebot (Niedrigrisiko),0.04441532865166664,0.0,0.0,0.0,0.0,0.0
653,Low Risk,0,0.036873310804367065,82.1,33.0,0,1,0,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.036873310804367065,0.0,0.0,0.0,0.0,0.0
654,Low Risk,0,0.266679972410202,18.95,7.0,0,0,0,1,0,below_threshold,Kein Angebot (Niedrigrisiko),0.266679972410202,0.0,0.0,0.0,0.0,0.0
655,Medium Risk,0,0.6320070624351501,75.35,43.0,0,0,1,1,0,contract_2y,Jahresvertrag 2J (-15%),0.15692727267742157,0.4750797897577286,271.26,81.378,257.7402875393629,2.167198598384857
656,Low Risk,0,0.04286103695631027,20.0,13.0,0,0,0,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.04286103695631027,0.0,0.0,0.0,0.0,0.0
657,Low Risk,0,0.24501729011535645,109.15,59.0,0,1,1,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.24501729011535645,0.0,0.0,0.0,0.0,0.0
658,Medium Risk,0,0.62190181016922,93.0,9.0,0,1,1,1,0,contract_2y,Jahresvertrag 2J (-15%),0.09555486589670181,0.5263469442725182,334.79999999999995,100.43999999999998,352.4419138848782,2.508979628483455
659,High Risk,0,0.8894078135490417,95.8,14.0,0,0,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.4468366801738739,0.44257113337516785,344.88,153.464,305.2678649568557,0.9891822509308744
660,Medium Risk,0,0.47543448209762573,100.55,56.0,0,1,1,0,1,payment_switch,Kreditkarten-Umstieg,0.40832987427711487,0.06710460782051086,120.0,36.0,48.581051877737046,0.3494736632704735
661,Low Risk,0,0.13698901236057281,64.5,30.0,0,1,0,0,1,below_threshold,Kein Angebot (Niedrigrisiko),0.13698901236057281,0.0,0.0,0.0,0.0,0.0
662,Medium Risk,1,0.5587709546089172,96.75,55.0,0,1,1,1,1,contract_1y,Jahresvertrag 1J (-10%),0.29226770997047424,0.266503244638443,232.20000000000002,69.66,185.6461602151394,1.6650324463844302
663,Low Risk,0,0.020986367017030716,59.7,23.0,0,1,0,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.020986367017030716,0.0,0.0,0.0,0.0,0.0
664,Low Risk,0,0.2535436153411865,69.5,18.0,0,1,0,1,0,below_threshold,Kein Angebot (Niedrigrisiko),0.2535436153411865,0.0,0.0,0.0,0.0,0.0
665,Low Risk,0,0.11714315414428711,20.75,35.0,0,0,0,1,0,below_threshold,Kein Angebot (Niedrigrisiko),0.11714315414428711,0.0,0.0,0.0,0.0,0.0
666,Medium Risk,0,0.5005857348442078,100.0,39.0,0,0,1,0,1,payment_switch,Kreditkarten-Umstieg,0.41771408915519714,0.08287164568901062,120.0,36.0,59.66758489608765,0.6574329137802124
667,Medium Risk,1,0.626288115978241,74.4,13.0,0,0,1,1,0,contract_2y,Jahresvertrag 2J (-15%),0.11289256811141968,0.5133955478668213,267.84000000000003,80.352,275.01572708129885,2.4226369857788086
668,Low Risk,0,0.161007359623909,75.2,58.0,0,1,0,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.161007359623909,0.0,0.0,0.0,0.0,0.0
669,Low Risk,0,0.007728876080363989,74.55,72.0,0,1,0,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.007728876080363989,0.0,0.0,0.0,0.0,0.0
670,Low Risk,0,0.049583278596401215,88.8,55.0,0,1,1,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.049583278596401215,0.0,0.0,0.0,0.0,0.0
671,High Risk,1,0.8258547186851501,101.9,53.0,0,0,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.46704113483428955,0.3588135838508606,366.84000000000003,160.05200000000002,263.2543501996994,0.6448051270818194
672,High Risk,0,0.7466679215431213,50.3,2.0,0,0,0,1,0,contract_2y,Jahresvertrag 2J (-15%),0.21096083521842957,0.5357070863246918,181.07999999999998,104.32399999999998,194.01167838335033,0.8597032167415969
673,Low Risk,0,0.07001152634620667,79.6,68.0,0,1,0,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.07001152634620667,0.0,0.0,0.0,0.0,0.0
674,Medium Risk,0,0.4888978898525238,107.75,58.0,0,1,1,0,1,payment_switch,Kreditkarten-Umstieg,0.42509615421295166,0.06380173563957214,120.0,36.0,49.49738650918006,0.37492740303277944
675,High Risk,0,0.7343990206718445,103.85,48.0,0,1,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.36383625864982605,0.37056276202201843,373.85999999999996,162.158,277.0771884191036,0.7086865182051063
676,Medium Risk,1,0.6360090970993042,48.75,13.0,0,0,0,1,0,contract_2y,Jahresvertrag 2J (-15%),0.1549868881702423,0.4810222089290619,175.5,52.65,168.8387953341007,2.206814726193745
677,Medium Risk,0,0.42406636476516724,89.6,63.0,1,0,1,1,0,contract_2y,Jahresvertrag 2J (-15%),0.1143983006477356,0.30966806411743164,322.56,96.768,199.77306152343746,1.0644537607828772
678,Low Risk,0,0.31945496797561646,105.4,64.0,0,1,1,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.31945496797561646,0.0,0.0,0.0,0.0,0.0
679,Low Risk,0,0.08772485703229904,55.6,35.0,0,1,0,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.08772485703229904,0.0,0.0,0.0,0.0,0.0
680,Medium Risk,0,0.5683930516242981,25.05,7.0,0,0,0,1,0,contract_2y,Jahresvertrag 2J (-15%),0.13752470910549164,0.43086834251880646,90.17999999999999,27.054,77.71141425669194,1.8724556167920432
681,Low Risk,0,0.023531733080744743,20.85,19.0,0,0,0,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.023531733080744743,0.0,0.0,0.0,0.0,0.0
682,High Risk,1,0.813068151473999,84.95,16.0,0,0,1,1,1,contract_2y,Jahresvertrag 2J (-15%),0.2899368703365326,0.5231312811374664,305.82,141.74599999999998,319.96801679491995,1.257333658762293
683,Low Risk,0,0.36516448855400085,107.9,70.0,0,1,1,0,1,below_threshold,Kein Angebot (Niedrigrisiko),0.36516448855400085,0.0,0.0,0.0,0.0,0.0
684,Low Risk,0,0.17220689356327057,75.0,26.0,0,1,0,0,0,below_threshold,Kein Angebot (Niedrigrisiko),0.17220689356327057,0.0,0.0,0.0,0.0,0.0
685,Low Risk,0,0.39686962962150574,80.75,16.0,0,1,1,1,0,below_threshold,Kein Angebot (Niedrigrisiko),0.39686962962150574,0.0,0.0,0.0,0.0,0.0
